MeterID,Description,Units,Resource,BuildingID,BuildingName,GrossSquareFeet,BuildDate,Latitude,Longitude,Campus,Organization,LocationType,SteamSourceID,ChilledWaterSourceID,HotWaterSourceID
OSU_RTS.MDBUS_RT.272SK_HF,MORRILL KIT.STM.HEAT FLO,KBTU/HR,Steam,272,"Morrill, Justin S, Tower",324139.0,1967-07-01,40.00004,-83.02188,Main,SDL,Student Housing,69,69,69
OSU_RTS.MDBUS_RT.273S_HF,PARK STM HEAT FLOW,KBTU/HR,Steam,273,"Parks, Lloyd M, Hall",119237.0,1967-07-01,39.99638,-83.02094,Main,ACA,Academic/Research,69,69,69
OSU_RTS.MDBUS_CC.274C_HF,HITCHCOCK CW HEAT FLOW,KBTU/HR,Chilled Water ,274,Hitchcock Hall,118612.0,1967-07-01,40.00357,-83.01528,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_RT.274S_HF,HITCHCOCK HALL ST HT FLO,KBTU/HR,Steam,274,Hitchcock Hall,118612.0,1967-07-01,40.00357,-83.01528,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_RT.272S_HF,MORRILL STM HEAT FLOW,KBTU/HR,Steam,275,"Newton, Mildred E, Hall",80833.0,1968-07-01,,,Main,ACA,Academic/Research,69,69,69
OSU_RTS.MDBUS_RT.275S_HF,NEWTON STM HEAT FLOW,KBTU/HR,Steam,275,"Newton, Mildred E, Hall",80833.0,1968-07-01,,,Main,ACA,Academic/Research,69,69,69
OSU_RTS.MDBUS_RT.276S_HF,BIOSCI STM HEAT FLOW,KBTU/HR,Steam,276,Biological Science Building,180694.0,1970-07-01,39.9965,-83.02008,Main,ACA,Academic/Research,69,69,69
OSU_RTS.MDBUS_C1.276_HF,BIOSCI CW HEAT FLOW,KBTU/HR,Chilled Water ,276,Biological Science Building,180694.0,1970-07-01,39.9965,-83.02008,Main,ACA,Academic/Research,69,69,69
OSU_RTS.MDBUS_RT.279S_HF,DREESE STM HEAT FLOW,KBTU/HR,Steam,279,"Dreese Laboratories, Erwin E",185430.0,1969-07-01,40.00222,-83.01599,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.279_HF,DREESE CW HEAT FLOW,KBTU/HR,Chilled Water ,279,"Dreese Laboratories, Erwin E",185430.0,1969-07-01,40.00222,-83.01599,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.280B_HF,BAKER BMNT CW HEAT FLOW,KBTU/HR,Chilled Water ,280,"Baker, David F, Systems Engineering Building (The)",114930.0,1968-07-01,40.0016,-83.01592,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.280P_HF,BAKER PENT CW HEAT FLOW,KBTU/HR,Chilled Water ,280,"Baker, David F, Systems Engineering Building (The)",114930.0,1968-07-01,40.0016,-83.01592,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_RT.280S_HF,BAKER SYS STM HEAT FLOW,KBTU/HR,Steam,280,"Baker, David F, Systems Engineering Building (The)",114930.0,1968-07-01,40.0016,-83.01592,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.282_HF,EQUINE CW HEAT FLOW,KBTU/HR,Chilled Water ,282,"Galbreath, Daniel M, Equine Center",40822.0,1996-07-01,40.0012,-83.0287,Main,ACA,Veterinary,69,69,69
OSU_RTS.MDBUS_H1.293_HHF1,CUNZ HW HEAT FLOW,KBTU/HR,Heating Hot Water,293,"Cunz, Dieter, Hall",68100.0,1969-07-01,39.99866,-83.01704,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.293_HF,CUNZ CW HEAT FLOW,KBTU/HR,Chilled Water ,293,"Cunz, Dieter, Hall",68100.0,1969-07-01,39.99866,-83.01704,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_RT.293S_HF,CUNZ ST HEAT FLOW,KBTU/HR,Steam,293,"Cunz, Dieter, Hall",68100.0,1969-07-01,39.99866,-83.01704,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_RT.296S_HF,DRAKE STM HEAT FLOW,KBTU/HR,Steam,296,Drake Performance and Event Center,115835.0,1972-07-01,39.99929,-83.02314,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_RT.298S_HF,AG ENGIN STM HEAT FLOW,KBTU/HR,Steam,298,Agricultural Engineering Building,120345.0,1987-07-01,40.00552,-83.02498,Main,ACA,Agricultural,69,69,69
OSU_RTS.MDBUS_C1.299_HF,VET HOSP CW HEAT FLOW,KBTU/HR,Chilled Water ,299,Veterinary Medical Center,222496.0,1973-07-01,40.00087,-83.02768,Main,ACA,Veterinary,299,299,299
OSU_RTS.MDBUS_RT.299S_HF,VET HOSP STM HEAT FLOW,KBTU/HR,Steam,299,Veterinary Medical Center,222496.0,1973-07-01,40.00087,-83.02768,Main,ACA,Veterinary,299,299,299
OSU_RTS.MDBUS_RT.003S_HF,AG ADMIN STM HEAT FLOW,KBTU/HR,Steam,3,Agricultural Administration Building,100228.0,1956-07-01,40.00543,-83.02723,Main,ACA,Academic/Administration,69,69,69
OSU_RTS.MDBUS_H1.030_HHF,DENNEY HW HEAT FLOW,KBTU/HR,Heating Hot Water,30,"Denney, Joseph Villiers, Hall",103770.0,1960-07-01,40.00131,-83.01253,Main,ACA,Academic,,,
OSU_RTS.MDBUS_RT.302S_HF,PRIOR STM HEAT FLOW,KBTU/HR,Steam,302,"Prior, John A, Hall",147486.0,1973-04-01,,,Medical Center,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.337_HF,DULLES CW HEAT FLOW,KBTU/HR,Chilled Water ,337,"Dulles, Foster Rhea, Hall",41284.0,1974-07-01,40.00111,-83.01441,Main,ACA,Academic,,,
OSU_RTS.MDBUS_C1.338_HF,INDEPEND CW HEAT FLOW,KBTU/HR,Chilled Water ,338,Independence Hall,15891.0,1975-07-01,40.00036,-83.01576,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_H1.339_HHF,UHALL HW HEAT FLOW,KBTU/HR,Heating Hot Water,339,University Hall,77845.0,1976-07-01,40.00052,-83.01443,Main,ACA,Academic,,,
OSU_RTS.MDBUS_C1.339_HF,U-HALL CW HEAT FLOW,KBTU/HR,Chilled Water ,339,University Hall,77845.0,1976-07-01,40.00052,-83.01443,Main,ACA,Academic,,,
OSU_RTS.MDBUS_RT.340S_HF,KOTTMAN STM HEAT FLOW,KBTU/HR,Steam,340,"Kottman, Roy M, Hall",167040.0,1981-07-01,40.00266,-83.02684,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.353_HF,ROSS CW HEAT FLOW,KBTU/HR,Chilled Water ,353,Ross Heart Hospital,306801.0,2004-11-01,,,Medical Center,,Patient Care,69,69,69
OSU_RTS.MDBUS_C1.354_HF,RHODES CW HEAT FLOW,KBTU/HR,Chilled Water ,354,"Rhodes, James A, Hall",507803.0,1979-06-01,,,Medical Center,,Patient Care,69,69,69
OSU_RTS.MDBUS_H1.355_HHF,WEIGEL HALL HW HEAT FLOW,KBTU/HR,Heating Hot Water,355,"Weigel, Eugene J, Hall",47042.0,1979-07-01,40.00069,-83.00983,Main,ACA,Academic,,,
OSU_RTS.MDBUS_RT.356S_HF,395 W.12TH STM HEAT FLOW,KBTU/HR,Steam,356,"Twelfth Ave, 395 W",90747.0,1961-01-01,,,Medical Center,,Administration,69,69,69
OSU_RTS.MDBUS_RT.037S_HF,HAGERTY HALL ST HT FLOW,KBTU/HR,Steam,37,Hagerty Hall,142496.0,1924-07-01,39.99861,-83.01031,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.371_HF,CELESTE CW HEAT FLOW,KBTU/HR,Chilled Water ,371,"Celeste, Richard F, Laboratory of Chemistry",110310.0,1986-07-01,40.0027,-83.01177,Main,ACA,Lab,69,69,69
OSU_RTS.MDBUS_RT.371S_HF,CELESTE ST HEAT FLOW,KBTU/HR,Steam,371,"Celeste, Richard F, Laboratory of Chemistry",110310.0,1986-07-01,40.0027,-83.01177,Main,ACA,Lab,69,69,69
OSU_RTS.MDBUS_C1.372_HF,JAMES CW HEAT FLOW,KBTU/HR,Chilled Water ,372,Brain and Spine Hospital,258797.0,1990-05-01,,,Medical Center,,Patient Care,69,69,69
OSU_RTS.MDBUS_RT.372S_HF,JAMES STM HEAT FLOW,KBTU/HR,Steam,372,Brain and Spine Hospital,258797.0,1990-05-01,,,Medical Center,,Patient Care,69,69,69
OSU_RTS.MDBUS_RT.375S_HF,CCCT STM HEAT FLOW,KBTU/HR,Steam,375,The Ohio State University Comprehensive Cancer Center - Arthur G. James Ca*,1186252.0,1984-06-01,,,Medical Center,,Patient Care/Research,69,69,69
OSU_RTS.MDBUS_C1.375_HF,CCCT CW HEAT FLOW,KBTU/HR,Chilled Water ,375,The Ohio State University Comprehensive Cancer Center - Arthur G. James Ca*,1186252.0,1984-06-01,,,Medical Center,,Patient Care/Research,69,69,69
OSU_RTS.MDBUS_CC.376C_HF,ERCWP CW HEAT FLOW,KBTU/HR,Chilled Water ,376,"Chilled Water Plant, East Regional",34246.0,2014-04-01,,,Main,GEN,Facilities,,,
OSU_RTS.MDBUS_RT.376S_HF,ERCWP STM HEAT FLOW,KBTU/HR,Steam,376,"Chilled Water Plant, East Regional",34246.0,2014-04-01,,,Main,GEN,Facilities,,,
OSU_RTS.MDBUS_RT.038S_HF,HAMILTON STEAM HEAT FLOW,KBTU/HR,Steam,38,Hamilton Hall,141461.0,1925-06-01,,,Medical Center,ACA,Academic/Research,69,69,69
OSU_RTS.MDBUS_RT.386S_HF,WEXNER CNTR. ST HEAT FLO,KBTU/HR,Steam,386,Wexner Center for the Arts,131071.0,1989-07-01,40.00082,-83.00949,Main,ACA,Museum,69,69,69
OSU_RTS.MDBUS_CC.388C_HF,SCCCP CW HEAT FLOW,KBTU/HR,Chilled Water ,388,"Chiller Plant, South Campus Central",83056.0,2014-02-01,,,Main,GEN,Facilities,69,69,69
OSU_RTS.MDBUS_RT.390S_HF,WATER TRTMNT ST HEAT FLO,KBTU/HR,Steam,390,Water Treatment Building,19862.0,1986-07-01,,,Main,GEN,Facilities,,,
OSU_RTS.MDBUS_H1.004_HHF,209 HW HEAT FLOW,KBTU/HR,Heating Hot Water,4,"Eighteenth Ave, 209 W",25034.0,1993-07-01,40.00154,-83.01417,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.004_HF,209 W 18 CW HEAT FLOW,KBTU/HR,Chilled Water ,4,"Eighteenth Ave, 209 W",25034.0,1993-07-01,40.00154,-83.01417,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.041_HF,LAZENBY CW HEAT FLOW,KBTU/HR,Chilled Water ,41,Lazenby Hall,67323.0,1914-07-01,39.99858,-83.01571,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.046_HF,JOURNALISM CW HEAT FLOW,KBTU/HR,Chilled Water ,46,Journalism Building,84561.0,1974-07-01,40.002,-83.01504,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_RT.049S_HF,DRINKO STM HEAT FLOW,KBTU/HR,Steam,49,"Drinko, John Deaver, Hall",211467.0,1956-07-01,39.99611,-83.00827,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.005_HF,SEL CW HEAT FLOW,KBTU/HR,Chilled Water ,5,Eighteenth Avenue Library,99181.0,1993-07-01,40.00163,-83.01334,Main,ACA,Library,69,69,69
OSU_RTS.MDBUS_RT.005S_HF,SEL STM HEAT FLOW,KBTU/HR,Steam,5,Eighteenth Avenue Library,99181.0,1993-07-01,40.00163,-83.01334,Main,ACA,Library,69,69,69
OSU_RTS.MDBUS_RT.050C_HF,THOMPSON CW HEAT FLOW,KBTU/HR,Chilled Water ,50,"Thompson, William Oxley, Memorial Library",300459.0,1912-07-01,39.99925,-83.01488,Main,ACA,Library,69,69,69
OSU_RTS.MDBUS_C1.053_HF,MCPHERSON CW HEAT FLOW,KBTU/HR,Chilled Water ,53,McPherson Chemical Laboratory,117599.0,1929-07-01,40.00252,-83.01233,Main,ACA,Academic/Research,69,69,69
OSU_RTS.MDBUS_RT.053S_HF,MCPHERSON ST HEAT FLOW,KBTU/HR,Steam,53,McPherson Chemical Laboratory,117599.0,1929-07-01,40.00252,-83.01233,Main,ACA,Academic/Research,69,69,69
OSU_RTS.MDBUS_RT.054S_HF,MENDENAHALL ST HEAT FLOW,KBTU/HR,Steam,54,Mendenhall Laboratory,122567.0,1905-07-01,39.99839,-83.01115,Main,ACA,Academic/Administration,69,69,69
OSU_RTS.MDBUS_RT.055S_HF,MERSHON STM HEAT FLOW,KBTU/HR,Steam,55,Mershon Auditorium,120223.0,1957-07-01,40.00054,-83.00895,Main,ACA,Auditorium,,,
OSU_RTS.MDBUS_RT.059S_HF,FRY STM HEAT FLOW,KBTU/HR,Steam,59,"Fry, Glenn Ansel, Hall",75040.0,1951-07-01,39.99465,-83.01636,Main,ACA,Academic/Research,69,69,69
OSU_RTS.MDBUS_RT.026S_HF,CALDWELL STM HEAT FLOW,KBTU/HR,Steam,6,,,,,,,,,,,
OSU_RTS.MDBUS_H1.060_HHF,ORTON HALL HW HEAT FLOW,KBTU/HR,Heating Hot Water,60,Orton Hall,41022.0,1893-07-01,39.99833,-83.01193,Main,ACA,Academic/Administration,69,69,69
OSU_RTS.MDBUS_RT.061S_HF,PAGE STM HEAT FLOW,KBTU/HR,Steam,61,Page Hall,64665.0,1902-07-01,39.99916,-83.00964,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.065_HF,SMITH LAB CW HEAT FLOW,KBTU/HR,Chilled Water ,65,"Smith, Alpheus, Laboratory",218839.0,1950-07-01,40.00243,-83.01328,Main,ACA,Academic/Research,69,69,69
OSU_RTS.MDBUS_RT.065S_HF,SMITH LAB ST HEAT FLOW,KBTU/HR,Steam,65,"Smith, Alpheus, Laboratory",218839.0,1950-07-01,40.00243,-83.01328,Main,ACA,Academic/Research,69,69,69
OSU_RTS.MDBUS_RT.067S_HF,POMERENE HALL ST HT FLOW,KBTU/HR,Steam,67,Pomerene Hall,73603.0,1922-07-01,,,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.069_HF,MCCRACKEN CW HEAT FLOW,KBTU/HR,Chilled Water ,69,McCracken Power Plant,110142.0,1918-07-01,40.00115,-83.01665,Main,GEN,Facilities/Administration,,,
OSU_RTS.MDBUS_RT.069S1_HF,MCCRACKEN ST 1 HEAT FLOW,KBTU/HR,Steam,69,McCracken Power Plant,110142.0,1918-07-01,40.00115,-83.01665,Main,GEN,Facilities/Administration,,,
OSU_RTS.MDBUS_RT.069S2_HF,MCCRACKEN ST 2 HEAT FLOW,KBTU/HR,Steam,69,McCracken Power Plant,110142.0,1918-07-01,40.00115,-83.01665,Main,GEN,Facilities/Administration,,,
OSU_RTS.MDBUS_RT.069S3_HF,MCCRACKEN ST 3 HEAT FLOW,KBTU/HR,Steam,69,McCracken Power Plant,110142.0,1918-07-01,40.00115,-83.01665,Main,GEN,Facilities/Administration,,,
OSU_RTS.MDBUS_H1.007_HHF,MATH TWR HW HEAT FLOW,KBTU/HR,Heating Hot Water,7,Mathematics Tower,61621.0,1993-07-01,40.00151,-83.01443,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.007_HF,MATH TWR CW HEAT FLOW,KBTU/HR,Chilled Water ,7,Mathematics Tower,61621.0,1993-07-01,40.00151,-83.01443,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.070_HF,PRB CW HEAT FLOW,KBTU/HR,Chilled Water ,70,Physics Research Building,238732.0,2005-07-01,40.00335,-83.01425,Main,ACA,Academic/Research,69,69,69
OSU_RTS.MDBUS_RT.070S_HF,PRB STM HEAT FLOW,KBTU/HR,Steam,70,Physics Research Building,238732.0,2005-07-01,40.00335,-83.01425,Main,ACA,Academic/Research,69,69,69
OSU_RTS.MDBUS_C1.072_HF,ENERSON CW HEAT FLOW,KBTU/HR,Chilled Water ,72,"Enarson, Harold L, Classroom Building",88768.0,1949-07-01,40.00217,-83.01683,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_RT.076S_HF,ST.JOHN STM HEAT FLOW,KBTU/HR,Steam,76,St John Arena,217262.0,1956-07-01,40.00533,-83.01916,Main,ATH,Athletics,69,69,69
OSU_RTS.MDBUS_H1.077_HHF,CNTRL SRVS HW HEAT FLOW,KBTU/HR,Heating Hot Water,77,Central Service Building,15136.0,1949-07-01,40.0018,-83.01662,Main,ADM,Facilities,,,
OSU_RTS.MDBUS_C1.080_HF,SISSON CW HEAT FLOW,KBTU/HR,Chilled Water ,80,Sisson Hall,55501.0,1986-07-01,40.00001,-83.02565,Main,ACA,Academic/Research,69,69,69
OSU_RTS.MDBUS_RT.081S_HF,SCHOTT STM HEAT FLOW,KBTU/HR,Steam,81,"Schottenstein, Jerome, Center",607827.0,1998-07-01,40.00758,-83.02513,Main,ATH,Athletics,69,69,69
OSU_RTS.MDBUS_RT.082S_HF,OHIO STDM. STM HEAT FLOW,KBTU/HR,Steam,82,Ohio Stadium,808359.0,1922-07-01,40.00167,-83.01973,Main,ATH,Athletics,69,69,69
OSU_RTS.MDBUS_RT.085S_HF,HALE STEAM HEAT FLOW,KBTU/HR,Steam,85,"Hale, Frank W, Jr, Hall",47001.0,1911-07-01,39.99702,-83.01176,Main,ACA,Academic/Administration,69,69,69
OSU_RTS.MDBUS_RH.851_PHF,P-S PARK CW HEAT FLOW,KBTU/HR,Chilled Water ,851,Park-Stradley Hall,271039.0,1959-07-01,39.99583,-83.0107,Main,SDL,Student Housing,69,69,69
OSU_RTS.MDBUS_RH.851_SHF,P-S STRADLEY CW HEAT FLO,KBTU/HR,Chilled Water ,851,Park-Stradley Hall,271039.0,1959-07-01,39.99583,-83.0107,Main,SDL,Student Housing,69,69,69
OSU_RTS.MDBUS_RH.851S_HF,P-S STEAM HEAT FLOW,KBTU/HR,Steam,851,Park-Stradley Hall,271039.0,1959-07-01,39.99583,-83.0107,Main,SDL,Student Housing,69,69,69
OSU_RTS.MDBUS_RH.852_HF,SMITH STEEB CW HEAT FLOW,KBTU/HR,Chilled Water ,852,Smith-Steeb Hall,262198.0,1960-07-01,39.99578,-83.00949,Main,SDL,Student Housing,69,69,69
OSU_RTS.MDBUS_RH.852_HHF,SMITH-STEEB HW HEAT FLOW,KBTU/HR,Heating Hot Water,852,Smith-Steeb Hall,262198.0,1960-07-01,39.99578,-83.00949,Main,SDL,Student Housing,69,69,69
OSU_RTS.MDBUS_C1.087_HF,TOWNSHEND CW HEAT FLOW,KBTU/HR,Chilled Water ,87,Townshend Hall,64406.0,1898-07-01,39.99978,-83.0158,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_RT.087S_HF,TOWNSHEND STM HEAT FLOW,KBTU/HR,Steam,87,Townshend Hall,64406.0,1898-07-01,39.99978,-83.0158,Main,ACA,Academic,69,69,69
OSU_RTS.MDBUS_C1.089_HF,DOAN CW HEAT FLOW,KBTU/HR,Chilled Water ,89,"Doan, Charles Austin, Hall",673130.0,1951-06-01,,,Medical Center,,Patient Care,69,69,69
OSU_RTS.MDBUS_RH.099_HHF,SIEBERT HW HEAT FLOW,KBTU/HR,Heating Hot Water,99,Siebert Hall,85839.0,1957-07-01,39.99597,-83.01228,Main,SDL,Student Housing,69,69,69
OSU_RTS.MDBUS_RH.099_HF,SIEBERT HALL CW HEAT FLO,KBTU/HR,Chilled Water ,99,Siebert Hall,85839.0,1957-07-01,39.99597,-83.01228,Main,SDL,Student Housing,69,69,69
OSU_RTS.MDBUS_RH.099_SHF,SIEBERT STEAM HEAT FLW,KBTU/HR,Steam,99,Siebert Hall,85839.0,1957-07-01,39.99597,-83.01228,Main,SDL,Student Housing,69,69,69
